2019-12-19 02:01:10 -0500 EST	0x9da29be1db9dc857431adcd15efaff590e6e75e43df9eee9174c19675a3ee75f	0xd70eadf01a0fb0add630dbb6130db13ae5520d22	0.483907280833414009
2019-12-22 11:11:31 -0500 EST	0x6b435e3612554990177d66b18a89ccde98b7e2e7f0ee6579e3b50e45e2261329	0xd70eadf01a0fb0add630dbb6130db13ae5520d22	0.419805871499048119
2019-12-27 02:54:57 -0500 EST	0x5d780925174797c602940ebe632de3191d668bcd53b4905c4960f9ea8bdae939	0x62c725e783f46609723618897426c2c0cbe50139	0.402827204370791196
2019-12-28 06:23:26 -0500 EST	0x36d5da868b7d84c1a6715b40cf2d3418c046de0eb96191e14b5b94398a3c4be3	0xe675657b3fbbe12748c7a130373b55c898e0ea34	0.418407728096910526
2019-12-29 06:41:44 -0500 EST	0x56bd11134b0ab2420e0cb2c54d3942f2263d6c110ad5d0149e0cfc0f50d028ff	0x62c725e783f46609723618897426c2c0cbe50139	0.8
2019-12-29 19:13:51 -0500 EST	0xcf0cb26f150e610f79b152cd8a4141a8b592fdd79de5a6ad312439125e650e19	0xd70eadf01a0fb0add630dbb6130db13ae5520d22 	0.8
2019-12-30 03:33:42 -0500 EST	0x9ded5fb46b3a3a3a394d9aac37a6501cb119ad65bb9ba9c917770be37862e49d	0x62c725e783f46609723618897426c2c0cbe50139	0.426146302179210655
2020-01-01 19:25:58 -0500 EST	0x6f4f67d66df375d5151048d2af350f5930868c20166d7a969d5fdeff9d887922	0xd70eadf01a0fb0add630dbb6130db13ae5520d22	0.472916122295614288
2020-01-04 03:33:26 -0500 EST	0x557ac4e7c6321c1f22abab044fc58f15f08b0e0c51feac5fdc5ae6050d54c4af	0x5b2a0ecd5560237ac8418d931a789fcd9fffdc19	0.428746741309858493
2020-01-05 09:39:28 -0500 EST	0xf4f48dc40c96cf4bffd791a0f6d404c06cc133e4b670d1992dd2e4f04874a729	0x62c725e783f46609723618897426c2c0cbe50139	0.448922344903179864
2020-01-06 10:08:52 -0500 EST	0x6fe357c29915bb46804e595c8481aa818c96e57862ae187d5d2040d9aeec968d	0x5b2a0ecd5560237ac8418d931a789fcd9fffdc19	0.442408979364609837
2020-01-06 12:45:05 -0500 EST	0xa41a72e809e11e738ee26ec8604763d126a0b5fb4d90053639bbcda67fefbe25	0x62c725e783f46609723618897426c2c0cbe50139	0.446681941256803625
2020-01-07 08:12:35 -0500 EST	0x0124ddd6541735f5ce18e39730e04e7ace8af3003e2376ad34805162d8e0fe9d	0x62c725e783f46609723618897426c2c0cbe50139	0.648847655967167951
2020-01-07 23:45:39 -0500 EST	0xb0cd9e723cd7de9e627e7b6a42a58bc2002e8378495b4118c113b0ccc3552610	0x5b2a0ecd5560237ac8418d931a789fcd9fffdc19	0.484476663104845709
2020-01-08 00:00:38 -0500 EST	0x49b9a00e41f37b4e5b58e85befd60e95ac463269f04daaf79e34afea4b0ba634	0x5b2a0ecd5560237ac8418d931a789fcd9fffdc19	0.502912769516875148
2020-01-08 06:45:19 -0500 EST	0xb972ccb3798358b11f02b246babc1fecd0f2fc0063672a83ebd859ac1f192527	0x62c725e783f46609723618897426c2c0cbe50139	0.591862740224690845
2020-01-08 19:44:00 -0500 EST	0xa4bbadd02c3eb9836a657527444bc4da08fe5386f2edb7d39a2668fa12ec57ca	0x5b2a0ecd5560237ac8418d931a789fcd9fffdc19	0.463575862117649354
2020-01-09 10:54:50 -0500 EST	0xf55a15524f0b96b513901923ec93a51549e03c5e85f3218ae9226f8f17009ef0	0x5b2a0ecd5560237ac8418d931a789fcd9fffdc19	0.487668056383676221
2020-01-09 11:56:20 -0500 EST	0x7e4ee966eace16c4d69e00c628653bb30fbade9fd9a591fa18823ba19ac26adb	0x62c725e783f46609723618897426c2c0cbe50139	0.487435117680975731
2020-01-09 12:45:43 -0500 EST	0xeb9e363a958543b10c3d4955dc106279e44b80228be24147f694474ac11c9e01	0x62c725e783f46609723618897426c2c0cbe50139	0.8
2020-01-09 18:08:48 -0500 EST	0xbe8b05ae740249f7bf9fabff4047add67ac1927df877e22b4c21417647d47cfe	0x62c725e783f46609723618897426c2c0cbe50139	0.480089231454770345
2020-01-10 05:20:20 -0500 EST	0xb9539e32583ddede28a737272313a712086b6dcafa30c33d0dd1d7030079dd4c	0x5b2a0ecd5560237ac8418d931a789fcd9fffdc19	0.486912333666626818
2020-01-10 08:43:41 -0500 EST	0xc78817862579fb35ed2210cb1876fe90caa1ffe976910c915bd1be422bcd57f1	0x5b2a0ecd5560237ac8418d931a789fcd9fffdc19	0.469514545774586321
